nm       Rad_ref     Rad_target  Reflectance
2430.8   13.26       6.63        50.00
2433.0   1.00        0.00        0.00
2435.2   -6.66       -6.66       100.00
2437.4   6.68        0.00        0.00
2439.6   6.70        -13.39      -199.85
2441.8   -6.73       0.00        0.00
2444.0   1.00        -13.49      -1349.00
2446.2   -6.80       -20.39      299.85
2448.4   -34.50      6.90        -20.00
2450.6   -7.01       21.02       -299.86
2452.7   14.08       28.16       200.00
2454.9   14.14       0.00        0.00
2457.1   1.00        7.17        717.00
2459.3   7.28        0.00        0.00
2461.4   7.34        -14.67      -199.86
2463.6   1.00        -7.45       -745.00
2465.8   22.91       15.27       66.65
2467.9   7.75        23.25       300.00
2470.1   1.00        0.00        0.00
2472.2   24.24       0.00        0.00
2474.4   25.08       25.08       100.00
2476.6   1.00        8.63        863.00
2478.7   8.79        -43.95      -500.00
2480.9   1.00        -44.85      -4485.00
2483.0   -18.49      -9.25       50.03
2485.1   -9.63       9.63        -100.00
2487.3   10.07       50.35       500.00
2489.4   1.00        31.59       3159.00
2491.6   -33.08      -44.10      133.31
2493.7   -34.82      -46.42      133.31
2495.8   12.10       -24.19      -199.92
2497.9   50.06       0.00        0.00
2500.1   26.21       26.21       100.00
2502.2   27.93       -13.97      -50.02
2504.3   45.09       15.03       33.33
2506.4   -65.02      81.28       -125.01
2508.5   -87.05      87.05       -100.00
2510.6   -74.10      0.00        0.00
2512.8   39.36       -19.68      -50.00
2514.9   42.34       21.17       50.00
2517.0   -186.64     0.00        0.00
