nm       Rad_ref     Rad_target  Reflectance
2014.9   9192.40     2869.44     31.22
2017.5   9148.68     2888.02     31.57
2020.2   9071.45     2902.07     31.99
2022.8   9016.00     2920.00     32.39
2025.5   9020.00     2940.00     32.59
2028.1   8997.45     2952.60     32.82
2030.8   8972.00     2976.00     33.17
2033.4   8960.58     3002.94     33.51
2036.1   8910.33     3022.50     33.92
2038.7   8849.88     3018.47     34.11
2041.3   8808.41     3010.11     34.17
2043.9   8781.63     3015.50     34.34
2046.6   8730.28     3028.20     34.69
2049.2   8703.23     3040.99     34.94
2051.8   8667.99     3057.84     35.28
2054.4   8643.76     3073.52     35.56
2057.1   8628.71     3070.54     35.59
2059.7   8598.44     3065.28     35.65
2062.3   8544.85     3071.00     35.94
2064.9   8474.30     3079.30     36.34
2067.5   8424.90     3071.88     36.46
2070.1   8390.25     3064.88     36.53
2072.7   8384.40     3082.50     36.76
2075.3   8359.48     3102.36     37.11
2077.9   8295.73     3114.55     37.54
2080.5   8269.83     3114.89     37.67
2083.1   8240.27     3113.64     37.79
2085.7   8210.28     3116.25     37.96
2088.2   8176.50     3109.14     38.03
2090.8   8128.35     3071.45     37.79
2093.4   8089.79     3062.24     37.85
2096.0   8075.20     3098.24     38.37
2098.6   8047.45     3133.20     38.93
2101.1   8016.18     3146.31     39.25
2103.7   7984.30     3146.68     39.41
2106.3   7954.20     3142.80     39.51
2108.8   7928.78     3143.27     39.64
2111.4   7889.40     3138.75     39.78
2114.0   7865.10     3146.85     40.01
2116.5   7873.96     3163.32     40.17
2119.1   7869.92     3175.44     40.35
2121.6   7867.14     3203.94     40.73
2124.2   7866.16     3227.96     41.04
2126.7   7856.63     3243.49     41.28
2129.2   7826.88     3234.90     41.33
2131.8   7809.15     3242.95     41.53
2134.3   7799.16     3251.30     41.69
2136.9   7755.54     3255.27     41.97
2139.4   7698.55     3250.85     42.23
2141.9   7683.00     3242.62     42.21
2144.5   7632.06     3238.32     42.43
2147.0   7569.18     3242.25     42.83
2149.5   7523.72     3238.51     43.04
2152.0   7531.01     3234.90     42.95
2154.5   7525.95     3238.32     43.03
2157.1   7516.38     3245.98     43.19
2159.6   7447.35     3238.32     43.48
2162.1   7388.99     3215.18     43.51
2164.6   7370.70     3211.35     43.57
