nm       Rad_ref     Rad_target  Reflectance
1958.5   9841.43     588.90      5.98
1961.2   9828.64     586.56      5.97
1963.9   9779.72     584.43      5.98
1966.6   9719.04     576.00      5.93
1969.3   9697.56     585.99      6.04
1972.0   9689.60     594.25      6.13
1974.7   9664.00     600.23      6.21
1977.4   9620.33     626.18      6.51
1980.1   9570.72     647.70      6.77
1982.8   9540.24     666.75      6.99
1985.5   9529.25     679.31      7.13
1988.2   9523.06     681.30      7.15
1990.8   9478.26     696.32      7.35
1993.5   9407.26     720.98      7.66
1996.2   9394.00     739.20      7.87
1998.9   9405.55     762.30      8.10
2001.6   9383.66     775.86      8.27
2004.2   9355.45     785.78      8.40
2006.9   9305.96     794.75      8.54
2009.6   9270.87     789.93      8.52
2012.2   9231.60     811.44      8.79
2014.9   9192.40     834.96      9.08
2017.5   9148.68     847.10      9.26
2020.2   9071.45     845.61      9.32
2022.8   9016.00     856.00      9.49
2025.5   9020.00     880.00      9.76
2028.1   8997.45     885.78      9.84
2030.8   8972.00     892.00      9.94
2033.4   8960.58     904.50      10.09
2036.1   8910.33     914.81      10.27
2038.7   8849.88     922.87      10.43
2041.3   8808.41     936.12      10.63
2043.9   8781.63     941.33      10.72
2046.6   8730.28     935.24      10.71
2049.2   8703.23     938.22      10.78
2051.8   8667.99     953.52      11.00
2054.4   8643.76     972.32      11.25
2057.1   8628.71     964.68      11.18
2059.7   8598.44     968.20      11.26
2062.3   8544.85     975.25      11.41
2064.9   8474.30     979.40      11.56
2067.5   8424.90     981.18      11.65
2070.1   8390.25     998.25      11.90
2072.7   8384.40     1015.17     12.11
2075.3   8359.48     1017.64     12.17
2077.9   8295.73     1027.05     12.38
2080.5   8269.83     1041.11     12.59
2083.1   8240.27     1042.07     12.65
2085.7   8210.28     1047.06     12.75
2088.2   8176.50     1043.28     12.76
2090.8   8128.35     1032.11     12.70
2093.4   8089.79     1047.06     12.94
2096.0   8075.20     1071.20     13.27
2098.6   8047.45     1082.53     13.45
2101.1   8016.18     1081.29     13.49
2103.7   7984.30     1090.80     13.66
2106.3   7954.20     1109.70     13.95
2108.8   7928.78     1121.73     14.15
2111.4   7889.40     1117.80     14.17
2114.0   7865.10     1121.85     14.26
2116.5   7873.96     1127.16     14.32
2119.1   7869.92     1135.24     14.43
2121.6   7867.14     1145.70     14.56
2124.2   7866.16     1146.57     14.58
2126.7   7856.63     1147.33     14.60
2129.2   7826.88     1148.00     14.67
2131.8   7809.15     1157.35     14.82
2134.3   7799.16     1173.64     15.05
2136.9   7755.54     1185.54     15.29
2139.4   7698.55     1185.00     15.39
2141.9   7683.00     1185.94     15.44
2144.5   7632.06     1186.86     15.55
2147.0   7569.18     1179.00     15.58
2149.5   7523.72     1172.63     15.59
2152.0   7531.01     1187.45     15.77
2154.5   7525.95     1198.65     15.93
2157.1   7516.38     1212.83     16.14
2159.6   7447.35     1214.37     16.31
2162.1   7388.99     1199.28     16.23
2164.6   7370.70     1208.70     16.40
2167.1   7366.32     1227.72     16.67
2169.6   7353.92     1219.12     16.58
2172.1   7330.91     1219.85     16.64
2174.6   7316.71     1242.61     16.98
2177.1   7307.28     1257.68     17.21
2179.6   7289.73     1252.86     17.19
2182.1   7272.18     1250.22     17.19
2184.5   7252.74     1265.77     17.45
2187.0   7241.22     1280.76     17.69
2189.5   7230.45     1266.35     17.51
2192.0   7233.13     1267.33     17.52
2194.4   7229.49     1265.88     17.51
2196.9   7231.10     1269.20     17.55
2199.4   7229.25     1304.75     18.05
2201.9   7202.01     1331.79     18.49
2204.3   7204.01     1325.23     18.40
2206.8   7245.00     1312.50     18.12
2209.2   7261.65     1323.14     18.22
2211.7   7213.50     1332.00     18.47
2214.1   7172.48     1312.64     18.30
2216.6   7148.47     1303.78     18.24
2219.0   7112.75     1303.78     18.33
2221.5   7088.40     1302.23     18.37
2223.9   7045.82     1310.96     18.61
2226.4   7003.38     1313.70     18.76
2228.8   6974.36     1292.72     18.54
2231.2   6958.08     1281.99     18.42
2233.7   6931.13     1258.97     18.16
2236.1   6897.80     1246.70     18.07
2238.5   6885.38     1244.40     18.07
2241.0   6872.75     1258.00     18.30
2243.4   6818.86     1240.22     18.19
2245.8   6778.25     1212.90     17.89
2248.2   6774.89     1187.84     17.53
2250.6   6774.89     1150.28     16.98
2253.0   6762.98     1139.67     16.85
2255.4   6744.50     1137.40     16.86
2257.9   6761.09     1105.68     16.35
2260.3   6751.88     1070.31     15.85
2262.7   6730.47     1054.17     15.66
2265.1   6710.33     1031.99     15.38
2267.4   6695.36     1024.80     15.31
2269.8   6697.34     1020.97     15.24
2272.2   6703.20     1004.50     14.99
2274.6   6699.30     992.67      14.82
2277.0   6692.22     991.44      14.81
2279.4   6681.64     974.00      14.58
2281.8   6653.05     952.54      14.32
2284.1   6647.45     942.59      14.18
2286.5   6624.54     933.66      14.09
2288.9   6585.19     917.24      13.93
2291.3   6567.88     900.68      13.71
2293.6   6556.90     857.68      13.08
2296.0   6512.22     860.20      13.21
2298.4   6461.76     868.68      13.44
2300.7   6416.99     837.22      13.05
2303.1   6359.04     798.72      12.56
2305.4   6279.12     769.50      12.25
2307.8   6235.74     761.46      12.21
2310.1   6214.26     776.14      12.49
2312.5   6202.32     789.48      12.73
2314.8   6157.52     785.96      12.76
2317.1   6142.59     776.29      12.64
2319.5   6117.58     745.92      12.19
2321.8   6106.77     735.32      12.04
2324.1   6109.46     750.47      12.28
2326.5   6090.99     733.47      12.04
2328.8   6077.75     708.19      11.65
2331.1   6092.12     721.99      11.85
2333.4   6107.36     734.16      12.02
2335.8   6100.32     719.58      11.80
2338.1   6058.13     700.05      11.56
2340.4   6037.20     702.00      11.63
2342.7   6027.04     693.76      11.51
2345.0   6010.90     683.55      11.37
2347.3   5989.20     656.43      10.96
2349.6   5988.87     627.56      10.48
2351.9   5972.84     634.14      10.62
2354.2   5940.50     654.60      11.02
2356.5   5922.80     624.33      10.54
2358.8   5902.07     594.13      10.07
2361.1   5889.76     601.34      10.21
2363.4   5891.86     603.72      10.25
2365.7   5892.18     603.18      10.24
2368.0   5874.40     604.80      10.30
2370.2   5818.40     604.80      10.39
2372.5   5771.25     585.00      10.14
2374.8   5746.90     569.00      9.90
2377.1   5723.53     556.30      9.72
2379.3   5698.58     553.87      9.72
2381.6   5677.20     552.90      9.74
2383.9   5639.04     558.72      9.91
2386.1   5611.20     549.43      9.79
2388.4   5593.20     531.00      9.49
2390.6   5572.97     510.41      9.16
2392.9   5568.70     489.95      8.80
2395.1   5547.60     500.49      9.02
2397.4   5510.03     504.23      9.15
2399.6   5488.67     498.97      9.09
2401.9   5463.92     474.32      8.68
2404.1   5449.10     452.52      8.30
2406.4   5430.60     434.70      8.00
2408.6   5384.24     427.72      7.94
2410.8   5386.25     408.53      7.58
2413.1   5419.64     408.20      7.53
2415.3   5418.27     423.11      7.81
2417.5   5409.92     423.44      7.83
2419.7   5382.43     410.15      7.62
2421.9   5340.35     406.40      7.61
2424.2   5309.75     403.52      7.60
2426.4   5299.56     413.12      7.80
2428.6   5283.33     419.52      7.94
2430.8   5264.22     397.80      7.56
2433.0   5241.65     371.56      7.09
2435.2   5194.80     359.64      6.92
2437.4   5170.32     340.68      6.59
2439.6   5155.15     341.45      6.62
